食品分類,樣品名稱,俗名,粗蛋白(g),粗脂肪(g),飽和脂肪(g),總碳水化合物(g),糖質總量(g),鈉(mg),反式脂肪(mg),酒精含量(g)
水果類,蓮霧(黑珍珠),"璉霧,輦霧,洋蒲桃,水蓊",0.3,0.4,0.3,13.0,8.1,3.0,0.0,
水果類,華寶大西瓜(花蓮),"水瓜,寒瓜,夏瓜",0.7,0.1,,8.4,7.8,1.0,,
水果類,西瓜平均值(紅肉小瓜),"水瓜,寒瓜,夏瓜",0.8,0.1,0.0,8.0,7.5,1.0,,
水果類,皇宮西瓜,"水瓜,寒瓜,夏瓜",0.7,0.1,0.0,8.1,7.7,1.0,,
水果類,紅鈴西瓜,"水瓜,寒瓜,夏瓜",0.8,0.1,,8.5,7.7,2.0,,
水果類,黑美人西瓜,"水瓜,寒瓜,夏瓜",0.9,0.1,,9.1,8.9,2.0,,
水果類,鳳光西瓜,"水瓜,寒瓜,夏瓜",0.7,0.2,0.1,6.5,5.6,1.0,,
水果類,無籽西瓜,"水瓜,寒瓜,夏瓜",0.9,0.0,,8.2,7.3,1.0,,
水果類,西瓜平均值(黃肉小瓜),"水瓜,寒瓜,夏瓜",0.7,0.0,0.0,7.3,7.9,2.0,0.0,
水果類,小玉西瓜,"水瓜,寒瓜,夏瓜",0.8,0.1,0.0,8.7,7.9,2.0,0.0,
水果類,金蘭西瓜,"水瓜,寒瓜,夏瓜",0.6,0.0,,6.0,,1.0,,
水果類,嘉寶瓜,"水瓜,寒瓜,夏瓜(嘉寶兵瓜)",0.8,0.2,,10.0,,9.0,,
水果類,甜瓜平均值(光皮洋香瓜),"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜",0.9,0.1,0.1,7.2,6.0,13.0,0.0,
水果類,太陽洋香瓜,"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜",1.2,0.0,,7.8,,3.0,,
水果類,狀元瓜,"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜",0.7,0.1,,6.6,5.5,18.0,,
水果類,蜜世界洋香瓜,"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜",0.7,0.1,0.1,7.1,6.6,19.0,0.0,
水果類,甜瓜平均值(東洋系脆瓜),"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜",1.0,0.2,0.1,8.9,8.5,9.0,,
水果類,美濃瓜,"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜",1.1,0.2,0.1,8.8,8.0,8.0,,
水果類,黃香瓜,"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜",0.6,0.2,,7.5,,16.0,,
水果類,嘉玉甜瓜,"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜",1.3,0.1,,10.4,8.9,4.0,,
水果類,洋香瓜(新世紀),"網仔瓜,哈密瓜",0.7,0.0,0.0,10.1,7.5,9.0,,
水果類,新疆哈密瓜,"網仔瓜,哈密瓜",0.7,0.1,,6.9,,29.0,,
水果類,洋香瓜(卡蜜拉),"網仔瓜,哈密瓜",0.6,0.2,0.1,9.5,8.5,12.0,0.0,
水果類,甜瓜平均值(網紋洋香瓜),"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜,網仔瓜,哈蜜瓜",0.9,0.0,0.0,9.3,6.8,13.0,0.0,
水果類,七股香洋香瓜,"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜,網仔瓜,哈蜜瓜",0.6,0.1,,10.5,7.9,9.0,,
水果類,天香洋香瓜,"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜,網仔瓜,哈蜜瓜",0.8,0.0,0.0,11.6,4.3,9.0,0.0,
水果類,秋香洋香瓜,"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜,網仔瓜,哈蜜瓜",1.0,0.0,,8.4,,16.0,,
水果類,紅寶石洋香瓜,"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜,網仔瓜,哈蜜瓜",1.2,0.0,0.0,9.6,8.8,14.0,,
水果類,香華洋香瓜,"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜,網仔瓜,哈蜜瓜",0.7,0.0,,7.7,6.4,20.0,,
水果類,藍寶石洋香瓜,"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜,網仔瓜,哈蜜瓜",1.1,0.0,,8.2,,12.0,,
水果類,土芒果,"檬果,檨仔,菴羅果(柴檨,土檨仔)",0.6,0.3,0.2,13.8,10.6,2.0,,
水果類,芒果平均值(西洋種),"檬果,檨仔,菴羅果",0.6,0.2,0.1,13.0,9.8,5.0,,
水果類,肯特芒果,"檬果,檨仔,菴羅果",0.5,0.2,0.1,12.7,8.8,17.0,,
水果類,海頓芒果,"檬果,檨仔,菴羅果",0.4,0.2,,15.7,,4.0,,
水果類,凱特芒果,"檬果,檨仔,菴羅果",1.1,0.2,,12.5,11.3,1.0,,
水果類,愛文芒果,"檬果,檨仔,菴羅果(蘋果芒果)",0.4,0.2,0.1,11.0,8.8,1.0,,
水果類,聖心芒果,"檬果,檨仔,菴羅果",0.5,0.2,0.1,12.9,10.6,0.0,,
水果類,黑香芒果,"檬果,檨仔,菴羅果",0.8,0.3,0.1,16.9,16.6,0.0,,
水果類,芒果平均值(新興種),"檬果,檨仔,菴羅果",0.6,0.2,0.1,14.4,12.1,1.0,,
水果類,四季芒果,"檬果,檨仔,菴羅果(四季檨)",0.6,0.2,,15.6,13.2,0.0,,
水果類,玉文芒果,"檬果,檨仔,菴羅果",0.5,0.3,0.1,16.1,9.2,0.0,,
水果類,金煌芒果,"檬果,檨仔,菴羅果",0.8,0.2,,13.0,,8.0,,
水果類,金蜜芒果,"檬果,檨仔,菴羅果",0.6,0.4,0.1,16.3,15.0,1.0,,
水果類,金興芒果,"檬果,檨仔,菴羅果",0.6,0.1,0.0,10.6,9.2,0.0,,
水果類,香水芒果,"檬果,檨仔,菴羅果",0.6,0.2,0.1,17.1,15.6,0.0,,
水果類,蓮花芒果,"檬果,檨仔,菴羅果",0.4,0.2,0.1,12.2,10.5,0.0,,
水果類,芒果乾,,0.6,1.0,0.3,90.0,56.6,219.0,0.0,
水果類,荔枝平均值,"丹荔,荔錦,麗枝,離枝",1.0,0.2,0.1,16.5,14.1,1.0,,
水果類,玉荷苞荔枝,"丹荔,荔錦,麗枝,離枝",1.2,0.2,0.1,17.3,14.4,0.0,,
水果類,黑葉仔荔枝,"丹荔,荔錦,麗枝,離枝",0.9,0.2,,15.8,13.8,2.0,,
水果類,冷凍荔枝,"丹荔,荔錦,麗枝,離枝",0.4,0.1,,7.2,,9.0,,
水果類,龍眼,"桂圓,龍目,圓眼",1.1,0.4,0.2,18.0,15.2,3.0,0.0,
水果類,龍眼乾,"桂圓乾,龍目乾,圓眼乾",5.1,0.5,0.3,70.9,51.4,5.0,0.0,
水果類,帶殼龍眼乾,"桂圓乾,龍目乾,圓眼乾",4.6,0.1,0.0,72.9,,0.0,,
水果類,李子平均值(青皮黃肉),李子,0.7,0.4,,11.7,,0.0,,
水果類,加州青李,李子,0.6,0.2,,12.0,,0.0,,
水果類,翡翠李,李子,0.7,0.5,,11.4,,0.0,,
水果類,李子平均值(紅皮紅肉),李子,0.6,0.3,0.1,9.6,5.7,0.0,,
水果類,紅肉李(大),李子,0.5,0.3,,10.0,5.9,0.0,,
水果類,紅肉李(小),李子,0.7,0.3,0.1,9.2,5.5,0.0,,
水果類,李子平均值(紅皮黃肉),李子,0.7,0.3,0.1,11.9,5.4,1.0,0.0,
水果類,加州紅李(台灣),李子,0.3,0.6,,10.6,,0.0,,
水果類,加州紅李(進口),李子,0.8,0.3,,15.3,,4.0,,
水果類,加州蜜李(進口),李子,1.3,0.1,,17.1,,0.0,,
水果類,香水李,李子,0.7,0.3,0.1,8.8,5.8,0.0,,
水果類,桃接李(大),李子,0.6,0.3,,9.2,5.0,1.0,,
水果類,桃接李(小),李子,0.7,0.3,0.1,8.6,5.3,0.0,0.0,
水果類,蜜棗李(進口),李子,0.6,0.2,,13.6,,0.0,,
水果類,黃肉李,李子,0.4,0.2,0.1,8.9,5.9,0.0,,
水果類,黑李,李子,0.7,0.2,0.1,14.7,10.5,0.0,,
水果類,枇杷,琶琵果,0.3,0.2,0.0,9.8,8.0,4.0,,
水果類,筆柿,"柿子,?,香柿(長柿,珍寶柿,筆干柿)",0.6,0.1,,18.3,,2.0,,
水果類,甜柿平均值,"柿子,?,香柿",0.5,0.1,,15.2,13.0,3.0,,
水果類,富有甜柿(大雪山),"柿子,?,香柿",0.4,0.1,,15.1,13.0,0.0,,
水果類,甜柿(進口),"柿子,?,香柿",0.6,0.1,,15.3,,5.0,,
水果類,國產甜柿,"柿子,?,香柿",0.4,0.1,0.0,12.7,11.6,0.0,0.0,
水果類,牛心柿,"柿子,?,香柿(水柿,浸柿,硬柿,脆柿)",0.5,0.2,,16.5,,3.0,,
水果類,四周柿,"柿子,?,香柿(紅柿,軟柿)",0.5,0.1,,17.6,,0.0,,
水果類,柿餅,,1.7,0.2,0.1,52.2,26.0,4.0,,
水果類,水蜜桃平均值,"毛桃,白桃",0.9,0.2,0.0,9.7,6.4,2.0,,
水果類,水蜜桃,"毛桃,白桃",0.9,0.1,0.0,9.9,6.0,3.0,,
水果類,甜蜜桃,"毛桃,白桃",0.9,0.2,0.1,9.6,6.7,0.0,,
水果類,脆桃平均值,"桃子,甜桃",0.9,0.1,0.0,11.1,5.8,2.0,,
水果類,白油桃,"桃子,脆桃,甜桃",0.6,0.1,,9.3,,1.0,,
水果類,玫瑰桃,"桃子,脆桃,甜桃",1.2,0.1,,12.8,,7.0,,
水果類,福壽桃,"桃子,脆桃,甜桃",0.9,0.2,,11.9,6.4,0.0,,
水果類,鶯哥桃,"桃子,脆桃,甜桃",1.0,0.2,0.1,10.5,5.2,0.0,,
水果類,蟠桃,餅桃,0.9,0.2,0.1,11.3,8.6,0.0,,
水果類,青梅(胭脂梅),梅子,0.5,0.1,0.0,8.8,0.8,1.0,,
水果類,西洋梨平均值,"梨子,水梨,山褵,快果,果宗",0.3,0.2,0.1,14.1,11.3,0.0,,
水果類,西洋梨(青皮),"梨子,水梨,山褵,快果,果宗",0.3,0.2,,16.5,,0.0,,
水果類,西洋梨(紅皮),"梨子,水梨,山褵,快果,果宗",0.3,0.2,0.1,13.9,11.3,1.0,,
水果類,西洋梨(黃皮),"梨子,水梨,山褵,快果,果宗",0.2,0.1,,11.8,,0.0,,
水果類,幸水梨,"梨子,水梨,山褵,快果,果宗",0.4,0.0,,9.0,6.8,0.0,,
水果類,大雪梨,"梨子,水梨,山褵,快果,果宗",0.3,0.1,0.0,11.1,7.2,0.0,,
水果類,新世紀梨,"梨子,水梨,山褵,快果,果宗",0.4,0.2,,10.7,,6.0,,
水果類,新興梨,"梨子,水梨,山褵,快果,果宗",0.2,0.1,,11.9,,0.0,,
水果類,橫山梨,"梨子,水梨,山褵,快果,果宗(三灣冬梨,粗梨)",0.4,0.1,,12.4,,5.0,,
水果類,豐水梨,"梨子,水梨,山褵,快果,果宗",0.5,0.1,0.0,9.4,6.9,0.0,,
水果類,將軍蜜梨,"梨子,水梨,山褵,快果,果宗(三星上將梨)",0.4,0.1,,13.3,,0.0,,
水果類,梨山蜜梨,"梨子,水梨,山褵,快果,果宗",0.3,0.0,0.0,12.7,8.2,0.0,0.0,
水果類,蜜棗平均值(大),"棗子,棗仔",1.1,0.1,0.0,10.7,7.3,2.0,,
水果類,蜜棗(長形),"棗子,棗仔",1.2,0.2,,10.4,,4.0,,
水果類,蜜棗(圓形),"棗子,棗仔(蜜絲棗)",0.9,0.1,0.0,11.0,7.3,1.0,,
水果類,珍珠蜜棗,"棗子,棗仔",1.1,0.0,0.0,11.7,10.4,1.0,0.0,
水果類,國產紅棗,紅棗,0.9,0.1,0.1,23.1,16.1,1.0,0.0,
水果類,紅棗(乾),"大棗,棗仔",3.2,0.3,,59.5,,10.0,,
水果類,黑棗(乾),"大棗,棗仔",2.7,0.2,,60.9,,3.0,,
水果類,蘋果平均值(青皮),"柰,林檎",0.3,0.2,0.1,13.1,10.7,2.0,0.0,
水果類,青龍蘋果,"柰,林檎,青蘋果",0.3,0.3,0.2,14.0,11.7,1.0,0.0,
水果類,翠玉青蘋果,"柰,林檎,青蘋果(翡翠,青玉,史蜜斯)",0.3,0.1,0.1,12.2,9.6,3.0,,
水果類,翠玉青蘋果(帶皮),"柰,林檎,青蘋果(翡翠,青玉,史蜜斯)",0.4,0.2,0.1,14.1,10.1,5.0,,
水果類,美國五爪蘋果,"柰,林檎,紅蘋果(元帥)",0.2,0.1,,13.8,,2.0,,
水果類,蘋果平均值(混色),"柰,林檎",0.2,0.1,0.0,13.9,11.1,1.0,,
水果類,加拉蘋果,"柰,林檎",0.2,0.1,,15.0,,0.0,,
水果類,津輕蜜蘋果,"柰,林檎",0.2,0.2,,15.1,11.7,1.0,,
水果類,秋香蘋果,"柰,林檎",0.3,0.0,,12.3,,0.0,,
水果類,富士蘋果,"柰,林檎",0.2,0.1,0.0,13.1,10.4,3.0,,
水果類,富士蘋果(帶皮),"柰,林檎",0.2,0.1,0.0,11.9,9.4,3.0,,
水果類,金冠蘋果,"柰,林檎,黃蘋果(黃元帥)",0.4,0.1,,13.0,,0.0,,
水果類,櫻桃,"中國櫻桃又稱鶯桃,荊桃",1.2,0.3,,19.1,,2.0,,
水果類,白櫻桃,"中國櫻桃又稱鶯桃,荊桃",0.7,0.1,,18.4,,1.0,,
水果類,椪柑,"橘子,蘆柑,壼柑,凸柑,乳柑,潮州柑",0.8,0.2,0.0,10.0,6.8,2.0,,
水果類,紅柑,"美人(女)柑,明尼吉柚,葡萄蜜柑,迷你葡萄柚",0.8,0.1,0.0,10.6,6.9,1.0,,
水果類,茂谷柑,柑,0.6,0.1,0.0,11.5,9.5,1.0,,
水果類,海梨桶柑,"年柑,草山柑,焦柑,蜜桶,漳柑,草山桔(海梨)",0.9,0.2,,11.0,,6.0,,
水果類,高牆桶柑,"年柑,草山柑,焦柑,蜜桶,漳柑,草山桔(桶柑)",0.8,0.0,,11.8,,1.0,,
水果類,檸檬柑,"三寶柑,甜檸檬",1.1,0.1,0.0,12.2,8.1,1.0,,
水果類,砂糖橘,"十月桔,沙糖桔,沙糖橘,砂糖桔",0.7,0.3,0.1,12.6,9.3,3.0,0.0,
水果類,長果金柑,"金棗,羅浮柑",1.0,0.2,0.1,14.1,9.8,5.0,,
水果類,圓果金柑,"金桔,金橘,桔子",0.7,0.2,,7.6,,4.0,,
水果類,圓果金柑汁(綠皮),"金桔,金橘,桔子",0.9,0.1,0.0,8.0,1.4,1.0,0.0,
水果類,文旦,"柚子,內紫,朱欒,香欒,座凡,拋,欒",0.7,0.1,,8.8,,0.0,,
水果類,文旦(2023年取樣),"麻豆文旦,文旦柚",0.6,0.0,0.0,12.7,10.0,1.0,0.0,
水果類,白柚,"柚子,內紫,朱欒,香欒,座凡,拋,欒",0.6,0.1,0.1,9.6,8.1,7.0,0.0,
水果類,西施蜜柚,"柚子,內紫,朱欒,香欒,座凡,拋,欒(西施柚)",0.8,0.2,,10.1,,0.0,,
水果類,甜橙平均值(普遍系),"甜橙,柳橙,柳丁,印子柑,廣柑",0.8,0.2,0.1,11.3,9.1,3.0,0.0,
水果類,柳橙,"甜橙,柳橙,柳丁,印子柑,廣柑",0.8,0.1,0.1,11.0,8.6,5.0,0.0,
水果類,香吉士(進口),"甜橙,柳橙,柳丁,印子柑,廣柑",0.7,0.5,,11.4,,1.0,,
水果類,澳洲甜橙(進口),"甜橙,柳橙,柳丁,印子柑,廣柑",0.9,0.1,0.0,11.6,9.6,3.0,,
水果類,青皮葡萄柚,"西柚,朱欒",0.8,0.1,,8.3,6.1,1.0,,
水果類,紅寶石葡萄柚(古坑),"西柚,朱欒",0.7,0.3,0.1,8.9,6.4,0.0,,
水果類,黃皮葡萄柚(進口),"西柚,朱欒",0.7,0.1,,9.7,,1.0,,
水果類,黃皮葡萄柚,"西柚,朱欒",0.7,0.2,0.1,9.2,6.4,4.0,0.0,
水果類,檸檬,,0.7,0.5,0.2,7.4,0.9,4.0,,
水果類,萊姆,無子檸檬,0.5,1.0,0.3,7.7,0.9,1.0,,
水果類,檸檬汁平均值,,0.5,0.4,0.1,7.0,1.2,1.0,,
水果類,檸檬汁(黃皮),,0.5,0.3,0.1,7.2,1.7,1.0,,
水果類,檸檬汁(綠皮),,0.4,0.6,0.2,6.9,0.8,1.0,,
水果類,萊姆汁,無子檸檬,0.3,0.5,0.2,8.1,1.2,0.0,,
水果類,紅甘蔗汁,甘蔗汁、高貴蔗汁、果蔗汁、干蔗汁、薯蔗汁、竹蔗汁,0.5,0.2,0.1,20.2,18.0,0.0,,
水果類,"紅甘蔗汁(有機,2023年取樣)",甘蔗汁、高貴蔗汁、果蔗汁、干蔗汁、薯蔗汁、竹蔗汁,0.2,0.4,0.2,18.8,16.7,0.0,0.0,
水果類,人心果,"吳鳳柿,沙漠吉拉,查某囝仔,人蔘果",0.6,0.8,,20.5,,10.0,,
水果類,可可椰子汁平均值,"椰子汁,越王頭汁",0.1,0.1,0.1,4.4,3.4,10.0,0.0,
水果類,可可椰子汁(屏東),"椰子汁,越王頭汁",0.1,0.2,0.2,3.8,3.4,3.0,0.0,
水果類,可可椰子汁(進口),"椰子汁,越王頭汁",0.2,0.0,,5.0,,16.0,,
水果類,蛋黃果,仙桃,1.4,0.3,,27.3,,3.0,,
水果類,無花果,,1.2,0.4,0.2,16.5,6.1,9.0,0.0,
水果類,無花果乾,無花果,3.6,4.3,0.5,77.8,,10.0,,
水果類,黃金果,黃晶果,0.9,0.2,0.1,11.0,10.5,0.0,0.0,
水果類,菠蘿蜜,"天波羅,樹波羅",1.0,0.2,0.1,28.4,23.7,0.0,0.0,
水果類,榴槤蜜,"尖百達,尖蜜拉,小樹菠蘿,小波羅蜜",1.6,0.1,0.1,32.6,21.4,0.0,0.0,
水果類,牛奶果,星蘋果,0.8,0.3,0.2,15.8,12.8,3.0,0.0,
水果類,餘甘子,"油柑,油甘",0.3,0.3,0.2,10.8,2.7,2.0,0.0,
水果類,嘉寶果,樹葡萄,0.3,0.3,0.1,15.3,14.0,0.0,0.0,
水果類,藍莓(台灣),,0.5,0.3,0.1,13.6,9.1,0.0,0.0,
蔬菜類,牛蒡,"吳帽,吳某,牛菜,蒡翁菜,鼠黏",2.5,0.4,0.2,19.1,1.3,15.0,,
蔬菜類,胡蘿蔔平均值,"紅蘿蔔,紅菜頭,黃蘿蔔,丁香蘿蔔,人參,金筍",1.1,0.1,0.0,8.9,6.3,89.0,,
蔬菜類,胡蘿蔔,"紅蘿蔔,紅菜頭,黃蘿蔔,丁香蘿蔔,人參,金筍",1.0,0.2,0.0,8.5,5.2,67.0,,
蔬菜類,向陽二號胡蘿蔔,"紅蘿蔔,紅菜頭,黃蘿蔔,丁香蘿蔔,人參,金筍",0.6,0.1,0.0,10.6,7.3,92.0,,
蔬菜類,澳洲胡蘿蔔(細長型),"紅蘿蔔,紅菜頭,黃蘿蔔,丁香蘿蔔,人參,金筍",1.7,0.1,,7.5,,109.0,,
蔬菜類,黃胡蘿蔔,"紅蘿蔔,紅菜頭,黃蘿蔔,丁香蘿蔔,人參,金筍",1.1,0.3,0.1,9.4,3.9,65.0,,
蔬菜類,冷凍胡蘿蔔,"紅蘿蔔,紅菜頭,黃蘿蔔,丁香蘿蔔,人參,金筍",0.5,0.1,,3.0,,65.0,,
蔬菜類,根菾菜根,"甜菜根,火焰菜根",1.2,0.1,,6.0,,236.0,,
蔬菜類,根菾菜根(2023年取樣),"甜菜根,火焰菜根",1.2,0.0,0.0,8.6,5.9,141.0,0.0,
蔬菜類,白蘿蔔平均值,"蘿蔔,菜頭,萊菔,蘆萉,仙人骨,大菜,大根",0.5,0.1,0.0,3.9,2.4,46.0,,
蔬菜類,白蘿蔔,"蘿蔔,菜頭,萊菔,蘆萉,仙人骨,大菜,大根",0.7,0.1,,3.3,1.7,27.0,,
蔬菜類,白蘿蔔(長形),"蘿蔔,菜頭,萊菔,蘆萉,仙人骨,大菜,大根",0.4,0.1,0.0,4.4,3.1,65.0,,
蔬菜類,櫻桃蘿蔔,"蘿蔔,菜頭,萊菔,小根蘿蔔,二十日蘿蔔,小粒菜頭",0.6,0.0,,2.3,,43.0,,
蔬菜類,青蘿蔔,"蘿蔔,菜頭,萊菔,綠蘿蔔,綠長蘿蔔,青菜頭,青大根",1.8,0.1,,7.0,,13.0,,
蔬菜類,蘿蔔乾,"菜脯乾,菜脯",2.2,1.2,,10.8,,3279.0,,
蔬菜類,百合鱗片,"百合,百合花鱗片,蒜腦藷",3.8,0.1,0.0,32.3,7.8,4.0,,
蔬菜類,乾百合鱗片,"乾百合,乾百合花鱗片,乾蒜腦藷",11.8,0.7,0.2,68.4,2.7,90.0,,
蔬菜類,芋莖,"芋拐,芋橫,芋葉梗",1.1,0.5,,3.4,,4.0,,
蔬菜類,金針菜嫩莖,"碧玉筍,金針筍,金針菜梗,軟化金針菜,金針嫩菜芽,萱草菜嫩芽",0.7,0.2,0.1,5.3,3.1,1.0,,
蔬菜類,草石蠶,"甘露兒,甘露菜,寶塔菜,地蠶,螺獅菜,土蛹(坊間誤稱為冬蟲夏草)",1.7,0.0,,18.0,,0.0,,
蔬菜類,球莖甘藍,"大頭菜,結頭菜,芥頭,菜菜鵠,菜叩,莖藍,蕪菁蕓苔",1.6,0.2,0.1,3.6,2.8,18.0,,
蔬菜類,孟宗竹筍,"毛竹,茅竹,茅茹竹,江南竹,貓竹,貓兒竹,楠竹,南竹,至竹,斑竹(冬筍)",4.0,0.2,,7.3,,12.0,,
蔬菜類,熟桂竹筍,"桂竹仔筍,石竹仔筍,簍竹,筀竹筍",2.1,0.2,0.1,3.5,0.2,68.0,,
蔬菜類,烏殼綠竹筍,"烏殼筍,烏殼綠,烏綠竹,烏腳綠竹筍,烏腳綠仔,四季竹,南洋竹,食用刺竹",1.8,0.2,0.2,3.8,1.6,17.0,,
蔬菜類,茭白筍,"茭白,茭筍,茭草,水筍,腳白筍,加白筍,菰,菰菜,菰筍,菰蔣",1.3,0.2,0.1,4.0,1.8,5.0,,
蔬菜類,玉米筍,"番麥筍,珍珠筍",1.8,0.2,0.1,7.0,3.0,0.0,0.0,
蔬菜類,麻竹筍,"?竹,甜竹,巨竹,坭竹,大綠竹,瓦坭竹,巨麻竹,美濃麻竹,吊絲麻竹",1.4,0.1,0.1,4.4,2.3,1.0,0.0,
蔬菜類,冷凍麻竹筍,"?竹,甜竹,巨竹,坭竹,大綠竹,瓦坭竹,巨麻竹,美濃麻竹,吊絲麻竹",0.9,0.0,,3.8,,22.0,,
蔬菜類,綠竹筍,"甜竹,甜竹筍,綠仔筍,綠仔?,綠竹?",1.7,0.2,0.2,4.7,2.2,0.0,,
蔬菜類,帶殼熟綠竹筍,"甜竹,甜竹筍,綠仔筍,綠仔?,綠竹?",2.0,0.1,,4.9,1.9,1.0,,
蔬菜類,沙拉筍塊,涼筍,1.6,0.1,,4.8,3.0,8.0,,
蔬菜類,熟箭竹筍,"箭筍,台灣箭竹,矢竹仔,玉山箭竹",2.1,0.3,0.1,2.9,0.0,343.0,,
蔬菜類,白蘆筍,"野天門冬,松葉土當歸,石刁柏,龍鬚菜",1.8,0.2,0.1,4.9,,4.0,,
蔬菜類,綠蘆筍平均值,"野天門冬,松葉土當歸,石刁柏,龍鬚菜",2.7,0.2,0.1,3.5,1.7,4.0,0.0,
蔬菜類,綠蘆筍,"野天門冬,松葉土當歸,石刁柏,龍鬚菜",1.3,0.2,0.1,4.5,1.7,6.0,,
蔬菜類,澳洲綠蘆筍(粗短型),"野天門冬,松葉土當歸,石刁柏,龍鬚菜",2.5,0.2,,3.1,,3.0,,
蔬菜類,綠蘆筍(細短型),"野天門冬,松葉土當歸,石刁柏,龍鬚菜",3.3,0.2,,3.2,,3.0,,
蔬菜類,綠蘆筍(短型),"野天門冬,松葉土當歸,石刁柏,龍鬚菜",3.5,0.1,0.1,3.0,1.6,5.0,0.0,
蔬菜類,蘆筍花,,2.9,0.3,,2.7,,2.0,,
蔬菜類,嫩莖萵苣,"鵝菜心,莖用萵苣,萵(鵝)仔菜心,大心萵(媚)仔菜,萵苣筍(莖),妹仔菜筍,",1.0,0.2,,3.1,,22.0,,
蔬菜類,嫩薑,"薑仔,生薑,生姜,羌,蘘荷,茗荷,甘露子,紫薑",0.0,0.3,,4.8,,12.0,,
蔬菜類,粉薑,"薑仔,生薑,生姜,羌,蘘荷,茗荷,甘露子,紫薑",1.0,0.3,0.1,6.1,0.7,7.0,,
蔬菜類,老薑,"薑仔,生薑,生姜,羌,蘘荷,茗荷,甘露子,紫薑",1.1,0.5,0.2,11.7,0.7,4.0,,
蔬菜類,檳榔嫩莖,"半天筍,檳榔樹心",2.2,0.4,0.1,5.6,1.9,10.0,,
蔬菜類,大蒜,"蒜頭,大蒜頭,蒜球,蒜瓣,蒜仔頭",6.7,0.2,0.2,26.4,1.0,4.0,,
蔬菜類,青蒜,"蒜仔,葫,胡蒜,洋蒜,韭蔥",2.1,0.3,0.1,6.4,3.0,3.0,,
蔬菜類,蒜苗,蒜黃,2.2,0.1,,12.0,,9.0,,
蔬菜類,青蔥平均值,,1.3,0.2,0.1,6.6,3.1,1.0,0.0,
蔬菜類,青蔥(有機),"蔥,葉蔥,蔥仔",1.1,0.2,0.1,6.8,3.7,1.0,0.0,
蔬菜類,山東大蔥,"蔥,大蔥,葉蔥,蔥仔,水蔥,漢蔥",1.3,0.1,,6.7,,1.0,,
蔬菜類,日本甜蔥,"蔥,大蔥,葉蔥,蔥仔,水蔥,漢蔥",1.0,0.1,,7.6,3.1,1.0,,
蔬菜類,宜蘭粉蔥,"蔥,葉蔥,蔥仔,水蔥,漢蔥",1.6,0.2,0.1,5.4,2.4,1.0,,
蔬菜類,白洋蔥,"玉蔥,蔥頭,球蔥,胡蔥,日本蔥頭,大粒蔥頭,洋蔥頭,大蔥頭",1.0,0.1,,10.0,5.3,3.0,,
蔬菜類,紫洋蔥,"玉蔥,蔥頭,球蔥,胡蔥,日本蔥頭,大粒蔥頭,洋蔥頭,大蔥頭",0.9,0.1,0.0,7.3,4.3,4.0,,
蔬菜類,黃洋蔥,"玉蔥,蔥頭,球蔥,胡蔥,日本蔥頭,大粒蔥頭,洋蔥頭,大蔥頭",1.0,0.2,0.1,9.5,5.5,2.0,,
蔬菜類,紅蔥頭,"油蔥頭,珠蔥頭,分蔥頭,大頭蔥頭,四季蔥頭",3.4,0.3,,16.4,,16.0,,
蔬菜類,?菜花,"花?菜,?花,韭菜苔(?/韭通用)",1.8,0.2,0.1,5.6,1.9,3.0,0.0,
蔬菜類,?菜,"?,塊莖蒜,起陽草(?/韭通用)",1.9,0.4,0.1,3.9,1.1,2.0,,
蔬菜類,?黃,"?黃,黃?菜,白?菜,軟化?菜(?/韭通用)",1.5,0.1,,2.9,,3.0,,
蔬菜類,九層塔,"千層塔,羅勒,家佩蘭,零陵菜,香菜(草),薰草,西王母菜,塞香菜,光明子,醒頭香",2.9,0.3,0.1,4.4,0.1,2.0,0.0,
蔬菜類,小麥苗,,3.3,0.5,0.1,5.5,0.0,3.0,,
蔬菜類,水菜(日本種),,1.2,0.2,0.1,1.6,0.0,2.0,,
蔬菜類,甘藍平均值,"高麗菜,包菜,洋白菜,玻璃菜,玉菜,捲心菜,球葉甘藍,結球甘藍,蕃芥藍",1.3,0.1,,4.8,2.7,11.0,,
